particle,q,rms_over_L,p95_over_L,max_over_L,first_half_rms,second_half_rms
1,313,0.013911902010062423,0.022388122377769208,0.02265090935966854,0.013911843996205866,0.013916329420509169
3,313,0.01978177903426445,0.025646268217768404,0.026372572165097585,0.019781235036133223,0.019781581074823505
5,313,0.026447560294685996,0.04363466565930843,0.046925231935896074,0.02645431806385858,0.026450473281789323
7,313,0.0797552359242966,0.11210445529078228,0.13029436187601118,0.08581102729513677,0.07310148444588278
1,314,0.006340877764241038,0.010360458583323653,0.010890709187990198,0.00633947207633671,0.006335181669088287
3,314,0.02187732316243932,0.02718451571639792,0.027330601792320327,0.021878536136338306,0.021877874148448294
5,314,0.04735848731482514,0.06830485173131608,0.07137533013308903,0.04735635341760732,0.04735735721164497
7,314,0.0697837514059456,0.11123813294641292,0.13095908908667334,0.07669378855848967,0.059919848049433753
1,315,0.02506145971278369,0.03836916226627325,0.04104570772764891,0.02505430508638782,0.02506074273988611
3,315,0.0196678010860355,0.025457100306766216,0.02613712210349544,0.01966836750703835,0.01966869240786205
5,315,0.060631151281229215,0.07945335660711889,0.08191925202107574,0.06062542103695621,0.06062992752159442
7,315,0.05737342669694791,0.10728395232431584,0.1322421037696792,0.06106720492262451,0.049089193755823775
1,316,0.03922190572775717,0.05388425773715547,0.05492766613795441,0.039213647956026845,0.03922646003793684
3,316,0.013506449106177612,0.018246974006599172,0.018601469983124213,0.01350632903615198,0.013509167980939847
5,316,0.06514105609859881,0.07900030570710444,0.07984130715514233,0.06513639253460796,0.0651444999252427
7,316,0.049299352935015923,0.09997119018693629,0.12639539078513143,0.04426319246353994,0.04946993325987889
1,317,0.04709488016009087,0.059705371467499546,0.06090989594606553,0.047093161356055124,0.04709746761583814
3,317,0.004596325336155773,0.007059883541070888,0.007538443218008555,0.004598247109556075,0.004600443995967049
5,317,0.06060584029043461,0.07925204251812716,0.08052933836098165,0.060606112787394854,0.060613128524992475
7,317,0.052077820621024916,0.096527128301675,0.1285087331101881,0.03847198273105141,0.06053921524828749
1,318,0.047915289675246775,0.06003615062875167,0.060567192641541354,0.04792070284328612,0.04791301578311747
3,318,0.005810175623759067,0.008874604820193411,0.009480013500510028,0.005806554776656175,0.005806056291519639
5,318,0.04730475485870598,0.06790446882123388,0.06910055013580596,0.047309566594090566,0.04731193856812887
7,318,0.06298078668143625,0.10572296623742394,0.12798056374510916,0.05026300319112758,0.07354465367103231
1,319,0.04160527836898197,0.05599184772674527,0.05680293291187684,0.041611187913956946,0.041603690886196726
3,319,0.01448509890548359,0.019504174125951464,0.020175284273902642,0.014481301864467422,0.014481528348117886
5,319,0.02634536098058891,0.04289520149970394,0.043552174454301436,0.02634997348957678,0.0263505133601956
7,319,0.07467781517863578,0.1132878151905531,0.12637799570851896,0.06746021377798826,0.08282534918152129
1,320,0.02876489994172586,0.04299227260154972,0.04455298933818326,0.02876712937066824,0.028768303672711847
3,320,0.020187946347935953,0.026243345636269098,0.02715126967144325,0.0201862008210197,0.020185636244934437
5,320,9.162672752179505e-05,0.00014815803980653783,0.00017688239158470992,9.158931736073644e-05,9.168692078061989e-05
7,320,0.08232506714079724,0.11424523309619598,0.12910893743916224,0.08090554322710974,0.08579546222150547
1,321,0.010864481296604542,0.017358694977320593,0.01782270535969687,0.010865332826370123,0.010871895187181867
3,321,0.021852269483165047,0.027341662928927084,0.027675296870039084,0.021851949421579257,0.02185031372372232
5,321,0.026351895549052887,0.042939855763785006,0.04388909315167599,0.02635563147194037,0.02634843797091625
7,321,0.0836868526733962,0.11371782172923653,0.12663286018216197,0.08696145713055835,0.08179750515000225
1,322,0.009485665721143136,0.015216371231269104,0.015710566977842046,0.0094834486777038,0.009478615289809344
